user_id,accuracy,precision,recall,balanced_accuracy
84690,0.610823,0.240356,0.231429,0.487586
84697,0.70684,0.246914,0.408163,0.585865
84700,0.556951,0.5053,0.287726,0.530595
84739,0.520619,0.18,0.147541,0.419635
84773,0.710392,0.211921,0.385542,0.574716
84835,0.706454,0.17193,0.337931,0.54929
84845,0.754513,0.157143,0.55,0.660214
84879,0.731681,0.167364,0.444444,0.603487
84888,0.709424,0.162712,0.358209,0.557069
84898,0.714681,0.120879,0.323529,0.539441
84917,0.743666,0.095238,0.444444,0.602537
84941,0.68595,0.156716,0.288991,0.519403
84964,0.713491,0.296703,0.409091,0.595516
85063,0.623239,0.112676,0.153846,0.441147
85107,0.707442,0.135593,0.314961,0.535119
85115,0.568884,0.24424,0.210317,0.466176
85127,0.820896,0.333333,1.0,0.901639
85144,0.575355,0.324138,0.249337,0.494176
85157,0.641064,0.331395,0.308108,0.537184
85204,0.740127,0.163522,0.268041,0.537364
85223,0.782609,0.257143,0.692308,0.742154
85298,0.732804,0.145833,0.424242,0.593281
85352,0.705588,0.197492,0.39375,0.57368
85382,0.610448,0.169096,0.19661,0.461941
85390,0.637631,0.281356,0.289199,0.521487
85509,0.687441,0.138158,0.378378,0.551004
85598,0.744493,0.158192,0.528302,0.64552
85691,0.73617,0.109244,0.419355,0.588948
85721,0.794393,0.192308,0.833333,0.812706
85735,0.577931,0.39779,0.267658,0.514311
85753,0.659531,0.23506,0.293532,0.523689
85864,0.759292,0.352113,0.531915,0.668293
85877,0.774648,0.103774,0.916667,0.843599
85879,0.561106,0.315603,0.229381,0.48304
85912,0.705109,0.159341,0.371795,0.559868
85918,0.60951,0.508475,0.328467,0.560662
85945,0.616009,0.192661,0.213198,0.474268
85996,0.692471,0.140167,0.283898,0.517404
86007,0.732441,0.139108,0.424,0.592292
86015,0.640152,0.325926,0.307692,0.535664
86019,0.734579,0.306569,0.47191,0.629453
86125,0.645533,0.189655,0.23913,0.492767
86129,0.662728,0.315126,0.331858,0.550326
86150,0.62691,0.212121,0.234536,0.488653
86178,0.828125,0.421053,1.0,0.901786
86182,0.76,0.181818,0.666667,0.716954
86185,0.697345,0.219178,0.359551,0.560027
86197,0.745318,0.149038,0.534483,0.64813
86204,0.584158,0.328859,0.243781,0.498434
86221,0.624758,0.131646,0.178694,0.453236
86224,0.670874,0.161538,0.257669,0.503113
86254,0.59469,0.342857,0.259459,0.508677
86276,0.678172,0.303371,0.3375,0.556971
86279,0.660093,0.196429,0.280255,0.512468
86292,0.756098,0.139423,0.58,0.673766
86329,0.712737,0.252632,0.40678,0.588874
86338,0.626629,0.181818,0.221239,0.477954
86388,0.773333,0.285714,0.75,0.76306
86419,0.702513,0.126984,0.296296,0.524135
86461,0.661355,0.304,0.31405,0.542852
86485,0.644602,0.418182,0.347607,0.563712
86495,0.648391,0.163551,0.231788,0.485807
86535,0.639615,0.236264,0.259036,0.505632
86538,0.620939,0.359155,0.3,0.53151
86542,0.548358,0.311594,0.219949,0.475223
86545,0.718728,0.172973,0.387879,0.574595
86554,0.617952,0.479452,0.325077,0.558143
86561,0.75641,0.123188,0.586207,0.676082
86587,0.651341,0.231939,0.273543,0.513751
86594,0.692308,0.173077,0.3,0.529213
86607,0.682904,0.084942,0.188034,0.466598
86649,0.60251,0.109244,0.134021,0.427903
86702,0.710884,0.218543,0.388235,0.576821
86763,0.67198,0.215881,0.284314,0.522912
86804,0.752525,0.104167,0.454545,0.612299
86814,0.709765,0.136076,0.472527,0.601781
86817,0.618487,0.322581,0.290698,0.521235
86824,0.698651,0.196429,0.333333,0.547829
86849,0.749731,0.248927,0.5,0.642638
86871,0.582638,0.264901,0.223464,0.479589
86874,0.651757,0.47205,0.363636,0.5799
86901,0.549118,0.339901,0.235495,0.484015
86938,0.724522,0.25625,0.431579,0.604157
86962,0.734918,0.183824,0.423729,0.598135
86971,0.639721,0.225296,0.256757,0.502737
87013,0.757576,0.2,0.636364,0.702479
87036,0.646272,0.231343,0.274336,0.511558
87042,0.75,0.162162,0.461538,0.619258
87050,0.683753,0.133562,0.26,0.503626
87061,0.758621,0.214286,0.566038,0.672577
87087,0.461942,0.712871,0.290323,0.536139
87090,0.609831,0.226415,0.215569,0.480718
87098,0.540498,0.333333,0.229167,0.477767
87118,0.636364,0.285714,0.277778,0.518985
87127,0.751856,0.106383,0.510204,0.637652
87138,0.674837,0.375,0.425806,0.592553
87176,0.559633,0.247059,0.207921,0.462367
87177,0.754386,0.110526,0.617647,0.689304
87200,0.68638,0.363014,0.392593,0.586367
87213,0.752252,0.169492,0.625,0.693568
87276,0.639503,0.195402,0.219355,0.486655
87344,0.717241,0.183183,0.386076,0.574468
87352,0.724689,0.140845,0.377358,0.569071
87358,0.663646,0.295775,0.385321,0.563628
87390,0.766667,0.157895,0.666667,0.719858
87437,0.748503,0.195122,0.470588,0.625294
87455,0.471087,0.536364,0.249296,0.494324
87459,0.669197,0.200993,0.287234,0.519676
87480,0.752239,0.151163,0.565217,0.665622
87514,0.825,0.380952,0.888889,0.852895
87521,0.742056,0.22963,0.476923,0.627823
87539,0.681445,0.305195,0.350746,0.562742
87556,0.747024,0.14902,0.5,0.633584
87558,0.754258,0.188679,0.571429,0.671353
87562,0.740909,0.339286,0.487179,0.64138
87573,0.772358,0.333333,0.555556,0.68254
87575,0.728324,0.215909,0.431818,0.601671
87586,0.705104,0.246377,0.395349,0.580293
87594,0.72973,0.267176,0.443038,0.61218
87625,0.650089,0.22695,0.266667,0.510309
87649,0.672598,0.202797,0.292929,0.523354
87667,0.802956,0.155556,0.777778,0.790951
87677,0.712598,0.288462,0.294118,0.555926
87692,0.73516,0.196429,0.458333,0.613782
87705,0.683087,0.203947,0.300971,0.53092
87724,0.609172,0.181132,0.215247,0.468521
87742,0.573593,0.095652,0.105769,0.407633
87766,0.633969,0.429091,0.324176,0.555575
87814,0.725979,0.314286,0.431373,0.611338
87827,0.670909,0.26,0.357798,0.553049
87829,0.702847,0.169611,0.326531,0.542999
87833,0.738235,0.235955,0.5,0.635906
87879,0.598374,0.4125,0.30137,0.531998
87886,0.705882,0.145455,0.307692,0.533333
87889,0.525606,0.442105,0.254545,0.498632
87900,0.681723,0.227642,0.326848,0.542866
87909,0.682373,0.353741,0.374101,0.577603
87963,0.706122,0.342857,0.48,0.622051
87973,0.610212,0.22549,0.228856,0.483199
87977,0.751825,0.182692,0.527778,0.650556
87981,0.633891,0.200837,0.231884,0.488439
88000,0.707877,0.137339,0.326531,0.540104
88025,0.731127,0.182927,0.432692,0.599892
88030,0.72973,0.157895,0.428571,0.594883
88036,0.77305,0.333333,0.6,0.700826
88053,0.687861,0.075188,0.204082,0.47119
88068,0.773885,0.25641,0.606061,0.699827
88088,0.669862,0.146444,0.248227,0.496294
88109,0.629108,0.18125,0.214815,0.477447
88128,0.60745,0.329545,0.271028,0.513613
88159,0.718816,0.2,0.393443,0.580216
88180,0.692456,0.30303,0.373832,0.574721
88190,0.679359,0.119048,0.234375,0.489601
88193,0.611285,0.3125,0.265957,0.510757
88195,0.709066,0.122931,0.468468,0.598536
88228,0.76,0.266667,0.571429,0.678571
88245,0.711334,0.137209,0.333333,0.544386
88284,0.671533,0.2949,0.3325,0.551116
88303,0.645316,0.294479,0.31068,0.532999
88308,0.695108,0.313901,0.378378,0.578959
88310,0.681818,0.244444,0.333333,0.547786
88314,0.708333,0.233871,0.391892,0.578951
88325,0.671271,0.163043,0.263158,0.505349
88340,0.75,0.212121,0.538462,0.656187
88347,0.657363,0.19697,0.265306,0.506912
88363,0.743875,0.191111,0.472527,0.6235
88383,0.693215,0.257143,0.365854,0.56581
88393,0.665377,0.132812,0.21519,0.480883
88396,0.51059,0.449405,0.24633,0.492699
88397,0.575283,0.326531,0.248705,0.494601
88422,0.708202,0.217949,0.350515,0.561664
88429,0.781457,0.275,0.733333,0.760049
88438,0.746939,0.175299,0.517647,0.643181
88460,0.787791,0.261905,0.666667,0.733655
88480,0.717582,0.104121,0.322148,0.537495
88502,0.740385,0.423077,0.478261,0.646538
88522,0.782609,0.414634,0.607143,0.713346
88527,0.592784,0.259109,0.231884,0.484098
88532,0.753968,0.255319,0.510638,0.649579
88540,0.685246,0.124464,0.256637,0.501137
88559,0.694561,0.237864,0.441441,0.591183
88566,0.753906,0.066327,0.684211,0.719942
88582,0.657581,0.350993,0.339744,0.556183
88583,0.590054,0.335106,0.259259,0.504879
88586,0.732143,0.255474,0.463576,0.620068
88591,0.706207,0.256684,0.393443,0.581464
88602,0.709732,0.29316,0.410959,0.593969
88603,0.721634,0.164706,0.4,0.579865
88614,0.731507,0.258065,0.45283,0.615838
88631,0.537991,0.431095,0.24898,0.501589
88633,0.740079,0.274809,0.5,0.640046
88641,0.720988,0.392157,0.43956,0.621054
88657,0.725926,0.262774,0.433735,0.606364
88702,0.624768,0.181818,0.213256,0.475319
88714,0.696721,0.375,0.458824,0.613753
88718,0.682502,0.090692,0.205405,0.473812
88750,0.742877,0.067204,0.438596,0.596856
88753,0.744783,0.187097,0.467742,0.621572
88764,0.748842,0.153846,0.512195,0.64025
88769,0.731141,0.212121,0.444444,0.607685
88770,0.673709,0.072727,0.177778,0.455031
88787,0.71246,0.194969,0.373494,0.568883
88788,0.650282,0.26129,0.283217,0.521713
88822,0.608063,0.235294,0.223176,0.483558
88823,0.694964,0.254237,0.36,0.564211
88852,0.73904,0.221311,0.473684,0.624283
88859,0.702624,0.545977,0.431818,0.631145
88868,0.659836,0.571429,0.391304,0.606836
88902,0.691095,0.169675,0.313333,0.532744
88913,0.730034,0.114894,0.457627,0.603512
88919,0.645238,0.310897,0.294833,0.531949
88935,0.713881,0.284211,0.45,0.608959
88979,0.744849,0.100629,0.470588,0.615529
88982,0.741379,0.159091,0.466667,0.616981
88983,0.692147,0.165992,0.317829,0.534217
88986,0.64076,0.30137,0.293333,0.527786
88988,0.693856,0.413502,0.395161,0.597724
89044,0.731429,0.263158,0.448718,0.614739
89046,0.575554,0.330688,0.248016,0.495582
89057,0.566109,0.321101,0.231278,0.486868
89068,0.717949,0.207692,0.402985,0.584447
89121,0.688065,0.217857,0.326203,0.54395
89128,0.736096,0.240175,0.447154,0.614005
89143,0.730469,0.184615,0.428571,0.598058
89147,0.706587,0.227273,0.4,0.580282
89165,0.754386,0.354839,0.578947,0.684211
89193,0.689312,0.381295,0.382671,0.587345
89194,0.640152,0.251852,0.276423,0.51352
89220,0.681087,0.244898,0.3125,0.540913
89235,0.681347,0.232323,0.328571,0.544033
89256,0.65798,0.327922,0.321656,0.54759
89264,0.715893,0.194986,0.378378,0.572374
89274,0.602627,0.185897,0.201389,0.464135
89284,0.668067,0.177686,0.26875,0.508744
89288,0.712731,0.309322,0.41954,0.600374
89293,0.676385,0.212644,0.303279,0.530185
89296,0.622613,0.247761,0.255385,0.499644
89343,0.711111,0.273973,0.38835,0.584216
89346,0.71243,0.489209,0.447368,0.631953
89360,0.716834,0.190476,0.396396,0.579241
89368,0.696398,0.132653,0.282609,0.517277
89383,0.713384,0.208955,0.381818,0.57434
89386,0.639191,0.173913,0.285714,0.499731
89413,0.684916,0.264317,0.342857,0.555456
89442,0.564246,0.222222,0.188679,0.455451
89454,0.761468,0.18018,0.606061,0.690127
89466,0.636555,0.404959,0.326667,0.552904
89475,0.606264,0.191589,0.186364,0.464844
89478,0.717262,0.258824,0.407407,0.592002
89506,0.61588,0.270386,0.250996,0.500682
89509,0.60039,0.34375,0.266667,0.512644
89512,0.785124,0.193548,0.857143,0.818922
89520,0.703002,0.154321,0.328947,0.541493
89537,0.665102,0.2375,0.292308,0.526311
89547,0.756849,0.089286,0.689655,0.724403
89565,0.599788,0.226891,0.218623,0.476938
89566,0.687433,0.12931,0.252101,0.501666
89596,0.814286,0.421053,0.8,0.808333
89643,0.755556,0.282609,0.541667,0.665064
89652,0.668737,0.241935,0.3125,0.534803
89721,0.514658,0.447257,0.251185,0.49433
89753,0.711679,0.182857,0.369942,0.565506
89790,0.748292,0.07489,0.607143,0.680042
89871,0.626506,0.283465,0.274809,0.513426
89907,0.67402,0.091205,0.189189,0.464948
89908,0.68717,0.190141,0.3,0.529958
89928,0.610679,0.272321,0.245968,0.497792
89929,0.60793,0.210526,0.214286,0.475564
89953,0.687924,0.209677,0.319672,0.540324
89978,0.732843,0.207207,0.522727,0.640485
90085,0.734177,0.194915,0.425926,0.599868
90137,0.640989,0.154696,0.217054,0.476289
90180,0.647887,0.292683,0.363636,0.548791
90203,0.644783,0.325688,0.312775,0.538976
90216,0.76129,0.264957,0.553571,0.671651
90222,0.455947,0.554113,0.246628,0.490923
90225,0.637097,0.190909,0.234637,0.488146
90261,0.640519,0.23399,0.259563,0.505679
90313,0.613514,0.26738,0.251256,0.499011
90321,0.63964,0.252941,0.275641,0.513311
90333,0.762712,0.108333,0.722222,0.74327
90342,0.743636,0.165468,0.479167,0.624045
90375,0.679887,0.211765,0.28125,0.524708
90422,0.769716,0.2,0.64,0.710411
90466,0.807692,0.318182,1.0,0.894366
90479,0.710177,0.210526,0.369231,0.568336
90520,0.763514,0.157895,0.666667,0.718225
90599,0.592941,0.276018,0.246964,0.490812
90645,0.701878,0.420561,0.409091,0.606444
90692,0.707627,0.301587,0.431818,0.601326
90718,0.772973,0.325581,0.518519,0.667487
90720,0.719599,0.129944,0.353846,0.555472
90729,0.646288,0.389831,0.338235,0.557316
90781,0.629032,0.375,0.315789,0.541616
90802,0.724466,0.176744,0.408602,0.586144
90850,0.751773,0.25,0.529412,0.655835
90896,0.678392,0.288462,0.357143,0.560737
90920,0.755906,0.228571,0.666667,0.715942
90950,0.686567,0.402778,0.414286,0.598557
91003,0.656977,0.130536,0.205128,0.473677
91019,0.614667,0.125654,0.164384,0.443947
91028,0.707143,0.242991,0.382353,0.57612
91083,0.603104,0.301724,0.263158,0.50422
91118,0.508235,0.287671,0.193846,0.448352
91195,0.761803,0.110169,0.684211,0.724656
91219,0.77619,0.350877,0.666667,0.730556
91254,0.593341,0.227488,0.211454,0.472991
91295,0.632653,0.284672,0.280576,0.517788
91386,0.672435,0.161765,0.259843,0.504555
91465,0.763761,0.145455,0.64,0.705645
91485,0.615142,0.349693,0.292308,0.525425
91487,0.642298,0.210526,0.243902,0.497367
91508,0.603175,0.142857,0.168421,0.445482
91518,0.624631,0.168385,0.260638,0.484007
91584,0.645047,0.150685,0.222973,0.478629
91610,0.654206,0.514286,0.380952,0.59221
91630,0.712297,0.4,0.431373,0.615382
91632,0.7625,0.238095,0.625,0.701389
91636,0.731651,0.090909,0.37037,0.562936
91642,0.679922,0.085603,0.188034,0.465461
91646,0.726103,0.192593,0.393939,0.582953
91661,0.685786,0.333333,0.369565,0.57475
91673,0.651961,0.211823,0.257485,0.505476
91704,0.551046,0.413462,0.261398,0.504666
91805,0.642857,0.296296,0.363636,0.546875
91824,0.65508,0.438776,0.367521,0.576757
91842,0.611321,0.227273,0.223881,0.483152
91844,0.610245,0.278027,0.247012,0.499086
91860,0.818182,0.350515,0.871795,0.841868
91877,0.649263,0.219807,0.268437,0.508927
91883,0.74359,0.28125,0.5625,0.667389
91886,0.609572,0.211823,0.222798,0.478287
91907,0.603704,0.153465,0.171271,0.449705
91995,0.745403,0.050279,0.473684,0.613296
92072,0.743484,0.097826,0.461538,0.610479
92082,0.594502,0.306667,0.258427,0.500501
92099,0.741546,0.190909,0.538462,0.650564
92121,0.682327,0.216216,0.303797,0.533692
92122,0.771242,0.404762,0.62963,0.715608
92124,0.795082,0.225806,0.875,0.832237
92180,0.695783,0.154762,0.302326,0.528325
92207,0.729508,0.290323,0.45,0.617157
92236,0.73546,0.171642,0.433962,0.601356
92269,0.733333,0.275,0.5,0.636719
92281,0.582677,0.111111,0.122807,0.419272
92351,0.660112,0.472527,0.37069,0.585345
92377,0.738854,0.15,0.461538,0.612714
92399,0.690066,0.297436,0.374194,0.57293
92414,0.632468,0.149485,0.197279,0.466216
92416,0.638235,0.329412,0.297872,0.533083
92442,0.744186,0.168831,0.5,0.633636
92461,0.70603,0.125,0.333333,0.539926
92488,0.719368,0.412698,0.433333,0.620812
92520,0.708625,0.159817,0.346535,0.551735
92530,0.612245,0.137255,0.179487,0.449616
92551,0.713636,0.357143,0.425532,0.60872
92560,0.784722,0.162162,1.0,0.887681
92585,0.754902,0.115385,0.6,0.681443
92593,0.809524,0.5,0.714286,0.773109
92622,0.704774,0.270936,0.387324,0.580512
92624,0.748954,0.118785,0.511905,0.637804
92625,0.519538,0.567376,0.276339,0.526652
92673,0.676543,0.650485,0.41358,0.632716
92723,0.62465,0.219101,0.232143,0.488782
92733,0.741416,0.105932,0.454545,0.606976
92754,0.681564,0.268116,0.345794,0.555455
92770,0.684659,0.340659,0.378049,0.577913
92791,0.692913,0.25,0.347826,0.558528
92838,0.663934,0.378947,0.36,0.569098
92850,0.659574,0.360656,0.468085,0.595745
92851,0.778351,0.375,0.580645,0.698298
92882,0.715711,0.146465,0.329545,0.546425
92885,0.693151,0.455556,0.394231,0.603246
92928,0.710983,0.088889,0.307692,0.525721
92953,0.764214,0.164384,0.55814,0.66916
92965,0.617225,0.259259,0.259259,0.500597
92987,0.736508,0.209877,0.472222,0.621416
93033,0.758303,0.10219,0.636364,0.699913
93055,0.758595,0.036585,0.631579,0.696002
93064,0.689474,0.260417,0.347222,0.558351
93069,0.67036,0.155556,0.245614,0.497807
93073,0.707373,0.454545,0.42735,0.619038
93077,0.708686,0.099585,0.292683,0.520471
93104,0.722727,0.216867,0.404494,0.588412
93115,0.717477,0.271357,0.435484,0.603927
93121,0.682779,0.156627,0.270833,0.511742
93125,0.483254,0.392405,0.213793,0.464463
93132,0.619289,0.28866,0.256881,0.507388
93193,0.773006,0.232558,0.714286,0.746405
93203,0.728938,0.264706,0.428571,0.606061
93269,0.690217,0.208531,0.419048,0.577194
93359,0.770968,0.253165,0.625,0.706385
93381,0.728435,0.246914,0.454545,0.61389
93433,0.544271,0.148936,0.12844,0.418766
93448,0.663212,0.384615,0.377358,0.574394
93515,0.756494,0.141026,0.578947,0.673557
93590,0.707059,0.341014,0.411111,0.598839
93596,0.695364,0.391753,0.404255,0.598071
93655,0.654308,0.12987,0.205479,0.47239
93680,0.573379,0.391892,0.266055,0.510745
93703,0.734375,0.397059,0.5,0.648515
93735,0.651163,0.292308,0.301587,0.532845
93815,0.636656,0.225,0.26087,0.502336
93817,0.763158,0.393939,0.65,0.718617
93821,0.708672,0.223958,0.394495,0.578806
93832,0.740586,0.177419,0.5,0.632488
93833,0.70788,0.187166,0.357143,0.559449
93842,0.661482,0.193548,0.271357,0.509839
93846,0.764531,0.142012,0.648649,0.709971
93859,0.5625,0.229508,0.194444,0.457341
93952,0.688525,0.511905,0.443299,0.623092
93964,0.625199,0.31875,0.288136,0.522957
93968,0.739362,0.1875,0.473684,0.621457
93970,0.625755,0.287879,0.292308,0.518088
93983,0.663448,0.278075,0.322981,0.54181
93995,0.596774,0.291139,0.25,0.49656
94035,0.734328,0.100592,0.395349,0.576462
94038,0.753754,0.2,0.548387,0.661611
94060,0.614159,0.143836,0.184211,0.453524
94087,0.751111,0.140351,0.533333,0.65
94089,0.761905,0.354167,0.548387,0.676092
94108,0.739687,0.167598,0.46875,0.617787
94115,0.75495,0.217822,0.52381,0.652789
94151,0.740426,0.271739,0.505051,0.641964
94171,0.688073,0.348837,0.394737,0.585815
94175,0.772563,0.422535,0.576923,0.69735
94187,0.687654,0.365,0.366834,0.579489
94316,0.641434,0.15625,0.217391,0.476988
94372,0.694006,0.234177,0.336364,0.552724
94380,0.709117,0.270115,0.38843,0.582811
94436,0.678571,0.454545,0.431034,0.606822
94458,0.76824,0.111111,0.764706,0.76654
94510,0.677372,0.291429,0.344595,0.556841
94556,0.765957,0.276596,0.565217,0.679578
94583,0.728532,0.212766,0.454545,0.610553
94588,0.580229,0.426966,0.284644,0.523993
94620,0.730183,0.137725,0.410714,0.585357
94631,0.703966,0.139665,0.3125,0.533247
94651,0.745366,0.062992,0.410256,0.584439
94678,0.76,0.533333,0.5,0.674731
94698,0.685969,0.324324,0.352941,0.568401
94727,0.763736,0.3125,0.6,0.694904
94830,0.479416,0.533333,0.25679,0.497648
94846,0.734463,0.276243,0.46729,0.62466
94856,0.616702,0.358333,0.296552,0.528711
94864,0.585507,0.305085,0.248848,0.494403
94904,0.630601,0.225532,0.253589,0.497899
94969,0.709738,0.186567,0.352113,0.558346
94982,0.678144,0.25731,0.333333,0.548197
95002,0.762238,0.366197,0.530612,0.670369
95016,0.694444,0.306306,0.382022,0.578766
95152,0.764423,0.314815,0.586207,0.689751
95158,0.781457,0.193548,0.428571,0.623045
95176,0.716263,0.342857,0.4,0.599563
95182,0.737044,0.140741,0.475,0.616918
95203,0.644068,0.3125,0.333333,0.541667
95222,0.769231,0.242424,0.615385,0.700855
95236,0.671968,0.212598,0.293478,0.525085
95245,0.767857,0.413793,0.571429,0.692308
95281,0.779412,0.378378,0.666667,0.733333
95322,0.750809,0.111111,0.642857,0.699395
95330,0.756272,0.191781,0.608696,0.689113
95367,0.763359,0.235294,0.615385,0.697523
95476,0.633588,0.304878,0.284091,0.523048
95478,0.724868,0.367347,0.461538,0.627436
95512,0.49505,0.333333,0.197183,0.454756
95519,0.656028,0.246575,0.3,0.526126
95522,0.680723,0.340909,0.384615,0.578134
95544,0.577778,0.434524,0.277567,0.523492
95562,0.598242,0.138173,0.178248,0.443324
95604,0.826087,0.458333,0.785714,0.809524
95631,0.743396,0.357143,0.520833,0.65673
95648,0.527273,0.31677,0.201581,0.465655
95721,0.608483,0.264151,0.254545,0.496692
95749,0.539157,0.315152,0.212245,0.471278
95779,0.700587,0.223077,0.358025,0.56157
95797,0.769841,0.382353,0.619048,0.709524
95867,0.746803,0.217172,0.5,0.638649
95879,0.785714,0.1875,0.857143,0.819328
95931,0.660728,0.126801,0.222222,0.479257
95950,0.512727,0.4,0.233333,0.481183
95992,0.755835,0.13986,0.606061,0.685664
96018,0.533333,0.358974,0.237288,0.481281
96021,0.637417,0.24183,0.264286,0.507143
96033,0.757235,0.075,0.8,0.778089
96041,0.704787,0.380952,0.351648,0.584596
96133,0.761702,0.210084,0.581395,0.680627
96136,0.745455,0.214286,0.5,0.637755
96158,0.709402,0.2,0.375,0.568688
96162,0.689655,0.299213,0.372549,0.572464
96170,0.598982,0.30402,0.255274,0.501384
96178,0.766667,0.179487,0.7,0.735714
96197,0.719101,0.115942,0.363636,0.557328
96237,0.710938,0.339744,0.392593,0.594316
96239,0.632939,0.276657,0.280702,0.516339
96292,0.752381,0.351852,0.527778,0.663314
96294,0.665994,0.252964,0.31068,0.534958
96316,0.737968,0.125,0.461538,0.61008
96336,0.744828,0.135135,0.5,0.631481
96404,0.720848,0.333333,0.462963,0.622311
96405,0.762097,0.145161,0.6,0.686266
96416,0.686166,0.097179,0.221429,0.482714
96432,0.771014,0.159091,0.736842,0.754924
96472,0.722039,0.326797,0.431034,0.610842
96485,0.7125,0.341463,0.424242,0.605822
96535,0.754491,0.20155,0.565217,0.669422
96540,0.723661,0.22069,0.405063,0.589532
96572,0.515599,0.6,0.293578,0.533314
96574,0.713799,0.251701,0.389474,0.582948
96646,0.738318,0.285714,0.5,0.64011
96662,0.748634,0.354167,0.53125,0.662976
96695,0.703504,0.234043,0.366667,0.567578
96737,0.61191,0.203252,0.215517,0.475683
96814,0.637961,0.427586,0.335135,0.559495
96836,0.644809,0.225653,0.268362,0.508117
96922,0.737003,0.372093,0.5,0.647338
96930,0.604651,0.413793,0.297521,0.534411
97044,0.694713,0.227011,0.359091,0.559777
97065,0.72043,0.42,0.477273,0.636524
97111,0.440092,0.603604,0.25188,0.494987
97114,0.797101,0.263158,1.0,0.890625
97116,0.729592,0.367347,0.45,0.625641
97132,0.797872,0.307692,0.888889,0.838562
97196,0.804196,0.447368,0.708333,0.765931
97236,0.64,0.078947,0.136364,0.431463
97276,0.713294,0.125,0.329897,0.542007
97353,0.604396,0.432203,0.310976,0.540368
97366,0.76092,0.09009,0.769231,0.764947
97369,0.676983,0.169231,0.271605,0.511949
97388,0.706994,0.242647,0.388235,0.578127
97428,0.734756,0.244681,0.589744,0.672034
97430,0.722365,0.143223,0.366013,0.56362
97432,0.687316,0.289062,0.352381,0.563427
97495,0.658291,0.22,0.275,0.514858
97506,0.691011,0.255474,0.357143,0.561599
97571,0.649091,0.25,0.284553,0.519326
97587,0.76,0.166667,0.5,0.641304
97594,0.657895,0.189655,0.261905,0.504608
97599,0.653775,0.234043,0.292035,0.520436
97672,0.579053,0.234615,0.217857,0.469377
97675,0.787234,0.297297,0.733333,0.763492
97684,0.649805,0.308271,0.317829,0.539434
97706,0.657778,0.288136,0.326923,0.542074
97765,0.592664,0.355556,0.27907,0.513812
97838,0.752475,0.356164,0.481481,0.646363
97848,0.620952,0.361538,0.288344,0.529531
97889,0.806723,0.363636,0.857143,0.828571
97906,0.708911,0.175573,0.370968,0.563588
98262,0.72043,0.277778,0.434783,0.605803
98348,0.634961,0.113402,0.164179,0.448549
98392,0.549849,0.348,0.234501,0.486222
98567,0.691964,0.095406,0.232759,0.488889
98578,0.703833,0.371429,0.38806,0.59403
98584,0.758364,0.084507,1.0,0.876426
98603,0.745739,0.168539,0.491803,0.630816
98620,0.691489,0.245902,0.361446,0.56186
98624,0.741722,0.271605,0.536585,0.655266
98976,0.670213,0.302326,0.288889,0.539549
99036,0.740741,0.178571,0.5,0.632653
99067,0.65,0.152,0.234568,0.484452
99070,0.749057,0.080882,0.578947,0.667164
99138,0.741549,0.150215,0.472973,0.619049
99148,0.721003,0.358696,0.52381,0.64667
99151,0.688559,0.144068,0.269841,0.511449
99256,0.715789,0.346939,0.435897,0.611988
99276,0.744589,0.128205,0.483871,0.623606
99300,0.743478,0.237288,0.5,0.638614
99566,0.61242,0.288136,0.259542,0.504771
99580,0.741722,0.3,0.521739,0.651495
99635,0.610879,0.466667,0.314607,0.550637
99742,0.607595,0.365854,0.294118,0.525563
99921,0.676617,0.244898,0.3,0.535093
99963,0.736211,0.242991,0.472727,0.624485
100166,0.625,0.120879,0.174603,0.448893
100201,0.740506,0.275,0.478261,0.631723
100231,0.748466,0.372093,0.533333,0.665163
100234,0.678392,0.326531,0.340426,0.56166
100326,0.626866,0.159664,0.202128,0.46773
100360,0.742424,0.26506,0.478261,0.631736
100376,0.659259,0.283582,0.301587,0.534852
100400,0.714876,0.387097,0.436364,0.616578
100425,0.709794,0.256039,0.381295,0.578729
100439,0.713615,0.35514,0.417582,0.605806
100479,0.72043,0.265957,0.416667,0.597756
100501,0.721875,0.219512,0.418605,0.593779
100525,0.588652,0.369048,0.273529,0.51389
100561,0.668998,0.263158,0.340909,0.547287
100599,0.598253,0.495798,0.322404,0.552111
100652,0.544158,0.414248,0.259076,0.501362
100660,0.702128,0.423077,0.354839,0.590714
100673,0.659004,0.261745,0.364486,0.549713
100729,0.713528,0.3125,0.416667,0.600137
100764,0.763158,0.382979,0.529412,0.671757
100780,0.672646,0.350877,0.357143,0.567793
100783,0.747126,0.325581,0.482759,0.641379
100819,0.63986,0.557143,0.351351,0.587104
100906,0.763359,0.413333,0.632653,0.71304
100907,0.744186,0.127273,0.5,0.630597
100914,0.662241,0.212418,0.281385,0.516976
100946,0.764259,0.372093,0.527473,0.670633
100967,0.638387,0.169399,0.223022,0.480476
101048,0.717899,0.182432,0.529412,0.634036
101057,0.734375,0.242424,0.470588,0.622682
101092,0.658182,0.43662,0.364706,0.57709
101095,0.613668,0.333333,0.282407,0.519447
101097,0.577169,0.335135,0.250336,0.497663
101103,0.680628,0.234694,0.328571,0.544093
101137,0.76943,0.175258,0.653846,0.715812
101160,0.716338,0.352113,0.431034,0.611209
101198,0.750332,0.068421,0.541667,0.649434
101202,0.714286,0.059859,0.25,0.497249
101254,0.701493,0.118162,0.282723,0.516825
